,index,osm_type,osm_id,lat,lng,name,full_name
12,4,relation,9212148,-38.4297845652081,144.18052996106934,Lorne - Queenscliff Coastal Reserve,Lorne - Queenscliff Coastal Reserve Lorne - Queenscliff Coast Res source VicMap ParkRes leisure nature_reserve boundary protected_area type boundary operator Committee of Management protection_title Coastal Reserve start_date 1979-05-01
6,4,relation,2732095,-38.43551310015089,144.09715778988118,Aireys Inlet,Aireys Inlet place village population 713 admin_level 9 boundary administrative postal_code 3231 type boundary
10,4,relation,4095122,-25.577672428644792,134.35511304954375,Mainland Australia,Mainland Australia boundary land_area type boundary
0,4,way,30501933,-38.454356761869796,144.09108168977195,Painkalac Creek,Painkalac Creek waterway stream
13,4,relation,9457256,-39.49045242723501,146.4511611710002,Bass Strait,Bass Strait natural strait type multipolygon
22,5,relation,9212157,-38.46910438370331,144.10558755916193,Eagle Rock Marine Sanctuary,"Eagle Rock Marine Sanctuary Eagle Rock MS source CAPAD2022 leisure nature_reserve boundary protected_area type boundary operator Victorian Department of Environment, Land, Water and Planning protection_title Marine Sanctuary start_date 2002-11-16 iucn_level III protect_class 3"
21,5,relation,9212148,-38.4297845652081,144.18052996106934,Lorne - Queenscliff Coastal Reserve,Lorne - Queenscliff Coastal Reserve Lorne - Queenscliff Coast Res source VicMap ParkRes leisure nature_reserve boundary protected_area type boundary operator Committee of Management protection_title Coastal Reserve start_date 1979-05-01
13,5,way,1007494584,-38.4687345107664,144.08393901760925,Fairhaven,Fairhaven natural beach surface sand
8,5,way,109663225,-38.4677976476933,144.1020417696528,Surf Coast Walk,Surf Coast Walk surface gravel highway path foot sac_scale hiking
23,5,relation,9457256,-39.49045242723501,146.4511611710002,Bass Strait,Bass Strait natural strait type multipolygon
9,5,way,283543027,-38.46667160216966,144.09985974885043,Surf Coast Walk,Surf Coast Walk surface gravel highway path
10,5,way,356730776,-38.46720184713802,144.10108424043787,Surf Coast Walk,Surf Coast Walk surface gravel highway path
14,5,way,1009404376,-38.47053550730281,144.06587236253347,Table Rock,Table Rock natural beach
19,5,relation,4095122,-25.577672428644792,134.35511304954375,Mainland Australia,Mainland Australia boundary land_area type boundary
3,5,way,30501938,-38.46326506495396,144.09694225713721,Painkalac Creek Estuary,Painkalac Creek Estuary natural water water river
28,6,way,69366108,-38.466059983075226,144.09852919043988,nan,leisure playground
6,6,node,5315720235,-38.4668114,144.1007313,nan,leisure picnic_table
26,6,way,69366081,-38.46619673553119,144.09846031029284,Aireys Inlet Skate Park,Aireys Inlet Skate Park leisure pitch surface concrete sport skateboard
59,6,way,1203912585,-38.464542909461436,144.0993229901713,Great Ocean Road Mini Golf,Great Ocean Road Mini Golf leisure miniature_golf
47,6,way,1009404376,-38.47053550730281,144.06587236253347,Table Rock,Table Rock natural beach
12,6,node,11158854687,-38.4650511,144.0991682,Aireys Inlet Fish & Chips,Aireys Inlet Fish & Chips amenity fast_food cuisine fish_and_chips
29,6,way,69366116,-38.46520414716843,144.09911581501817,nan,amenity parking
33,6,way,356730776,-38.46720184713802,144.10108424043787,Surf Coast Walk,Surf Coast Walk highway path surface gravel
32,6,way,283543027,-38.46667160216966,144.09985974885043,Surf Coast Walk,Surf Coast Walk highway path surface gravel
36,6,way,417262575,-38.46533489762245,144.09675829116892,Surf Coast Walk,Surf Coast Walk highway path surface gravel
11,7,node,11158854687,-38.4650511,144.0991682,Aireys Inlet Fish & Chips,Aireys Inlet Fish & Chips amenity fast_food cuisine fish_and_chips
4,7,node,4583492091,-38.4653235,144.0983712,Skinny Legs Café,Skinny Legs Café amenity cafe opening_hours Mo-Su 06:00-16:30
1,7,node,831201411,-38.4659205,144.0985673,nan,amenity bbq
8,7,node,11158854665,-38.4653278,144.0978735,Onda Food House,Onda Food House amenity cafe
12,7,node,11158854688,-38.4651306,144.0990102,The Captain of Aireys,The Captain of Aireys amenity restaurant cuisine pizza
40,7,way,417262575,-38.46533489762245,144.09675829116892,Surf Coast Walk,Surf Coast Walk highway path surface gravel
36,7,way,283543027,-38.46667160216966,144.09985974885043,Surf Coast Walk,Surf Coast Walk highway path surface gravel
37,7,way,356730776,-38.46720184713802,144.10108424043787,Surf Coast Walk,Surf Coast Walk highway path surface gravel
6,7,node,7798033382,-38.4646027,144.1001719,Aireys Inlet,Aireys Inlet highway bus_stop alt_name Bambra Road/Great Ocean Road bench bus public_transport platform shelter
7,7,node,8568393481,-38.4666602,144.1002903,nan,amenity waste_basket waste trash
1,8,node,831201609,-38.4671914,144.1048393,Lighthouse Stables and Tearooms,Lighthouse Stables and Tearooms amenity cafe cuisine coffee_shop
16,8,way,109663225,-38.4677976476933,144.1020417696528,Surf Coast Walk,Surf Coast Walk surface gravel highway path foot sac_scale hiking
19,8,way,283543027,-38.46667160216966,144.09985974885043,Surf Coast Walk,Surf Coast Walk surface gravel highway path
11,8,way,69366068,-38.46749261744487,144.10461129970008,Surf Coast Walk,Surf Coast Walk source GPS surface gravel highway path foot
38,8,relation,9212157,-38.46910438370331,144.10558755916193,Eagle Rock Marine Sanctuary,"Eagle Rock Marine Sanctuary Eagle Rock MS source CAPAD2022 leisure nature_reserve boundary protected_area type boundary operator Victorian Department of Environment, Land, Water and Planning protection_title Marine Sanctuary start_date 2002-11-16 iucn_level III protect_class 3"
20,8,way,356730775,-38.46901855,144.10465729999999,nan,source survey surface gravel highway footway smoothness intermediate
22,8,way,356730778,-38.46899499975141,144.10473480862822,nan,source GPS surface gravel highway footway foot smoothness intermediate
17,8,way,113102058,-38.46848278922465,144.10450189532776,nan,source GPS surface gravel highway footway foot smoothness intermediate
18,8,way,113102059,-38.468883881424816,144.10454867863967,nan,source GPS surface gravel highway footway foot smoothness intermediate
15,8,way,95186684,-38.39157275460356,144.23233657487722,nan,source ABS_2006 natural coastline attribution Based on Australian Bureau of Statistics data
27,9,relation,2732095,-38.43551310015089,144.09715778988118,Aireys Inlet,Aireys Inlet place village population 713 admin_level 9 boundary administrative postal_code 3231 type boundary
33,9,relation,9212148,-38.4297845652081,144.18052996106934,Lorne - Queenscliff Coastal Reserve,Lorne - Queenscliff Coastal Reserve Lorne - Queenscliff Coast Res source VicMap ParkRes leisure nature_reserve boundary protected_area type boundary operator Committee of Management protection_title Coastal Reserve start_date 1979-05-01
5,9,node,1283574172,-38.4679386,144.1035458,nan,description Burial Site of Thomas Butson Pearce and Martha Pearse district pioneers historic memorial memorial obelisk
28,9,relation,3290432,-38.31247649006294,144.05314872366154,Surf Coast Shire,Surf Coast Shire place municipality population 29397 admin_level 6 boundary administrative type boundary
23,9,way,865572012,-38.46641158672474,144.10272720688374,nan,man_made storage_tank building content water
24,9,way,865572013,-38.46629105731279,144.1052562441132,nan,man_made storage_tank building content water
34,9,relation,9212157,-38.46910438370331,144.10558755916193,Eagle Rock Marine Sanctuary,"Eagle Rock Marine Sanctuary Eagle Rock MS source CAPAD2022 leisure nature_reserve boundary protected_area type boundary operator Victorian Department of Environment, Land, Water and Planning protection_title Marine Sanctuary start_date 2002-11-16 iucn_level III protect_class 3"
31,9,relation,4095122,-25.577672428644792,134.35511304954375,Mainland Australia,Mainland Australia boundary land_area type boundary
1,9,node,831201609,-38.4671914,144.1048393,Lighthouse Stables and Tearooms,Lighthouse Stables and Tearooms amenity cafe cuisine coffee_shop
13,9,way,95186684,-38.39157275460356,144.23233657487722,nan,source ABS_2006 natural coastline attribution Based on Australian Bureau of Statistics data
34,10,relation,9212157,-38.46910438370331,144.10558755916193,Eagle Rock Marine Sanctuary,"Eagle Rock Marine Sanctuary Eagle Rock MS source CAPAD2022 leisure nature_reserve boundary protected_area type boundary operator Victorian Department of Environment, Land, Water and Planning protection_title Marine Sanctuary start_date 2002-11-16 iucn_level III protect_class 3"
14,10,way,109663225,-38.4677976476933,144.1020417696528,Surf Coast Walk,Surf Coast Walk surface gravel highway path foot sac_scale hiking
24,10,way,1007179880,-38.467517788089694,144.1065988617075,nan,natural beach
17,10,way,356730775,-38.46901855,144.10465729999999,nan,source survey surface gravel highway footway smoothness intermediate
15,10,way,113102058,-38.46848278922465,144.10450189532776,nan,source GPS surface gravel highway footway foot smoothness intermediate
16,10,way,113102059,-38.468883881424816,144.10454867863967,nan,source GPS surface gravel highway footway foot smoothness intermediate
19,10,way,356730778,-38.46899499975141,144.10473480862822,nan,source GPS surface gravel highway footway foot smoothness intermediate
33,10,relation,9212148,-38.4297845652081,144.18052996106934,Lorne - Queenscliff Coastal Reserve,Lorne - Queenscliff Coastal Reserve Lorne - Queenscliff Coast Res source VicMap ParkRes leisure nature_reserve boundary protected_area type boundary operator Committee of Management protection_title Coastal Reserve start_date 1979-05-01
10,10,way,69366068,-38.46749261744487,144.10461129970008,Surf Coast Walk,Surf Coast Walk source GPS surface gravel highway path foot
1,10,node,831201609,-38.4671914,144.1048393,Lighthouse Stables and Tearooms,Lighthouse Stables and Tearooms amenity cafe cuisine coffee_shop
348,11,way,220594512,-37.80607104737233,144.96068082568013,EPA Victoria,EPA Victoria building
309,11,way,135984683,-37.805407606287474,144.9630472860597,Stop 4: Queensberry Street,Stop 4: Queensberry Street railway platform operator Yarra Trams wheelchair bench network PTV - Metropolitan Trams public_transport platform ref 4 route_ref 1;3;3a;5;6;8;16;64;67;72 shelter tram tactile_paving foot area bin
310,11,way,135984686,-37.80544981025395,144.96314508555497,Stop 4: Queensberry Street,Stop 4: Queensberry Street railway platform operator Yarra Trams wheelchair bench network PTV - Metropolitan Trams public_transport platform ref 4 route_ref 1;3;3a;5;6;8;16;64;67;72 shelter tram tactile_paving foot area bin
301,11,way,62207597,-37.80639605851732,144.96081700907226,Victoria Street,Victoria Street railway tram oneway electrified contact_line frequency 0 gauge 1435 voltage 600
334,11,way,208033312,-37.80641890538654,144.96075804653185,Victoria Street,Victoria Street railway tram oneway electrified contact_line frequency 0 gauge 1435 voltage 600
72,11,node,3924765041,-37.8056491,144.9630925,Stop 4: Queensberry Street,Stop 4: Queensberry Street railway tram_stop operator Yarra Trams network PTV - Metropolitan Trams public_transport stop_position ref 4 tram
71,11,node,3924765040,-37.8051683,144.9631374,Stop 4: Queensberry Street,Stop 4: Queensberry Street railway tram_stop operator Yarra Trams network PTV - Metropolitan Trams public_transport stop_position ref 4 tram
74,11,node,3924911395,-37.8082075,144.9632122,Stop 7: RMIT University,Stop 7: RMIT University railway tram_stop operator Yarra Trams network PTV - Metropolitan Trams public_transport stop_position ref 7 tram
73,11,node,3924911394,-37.8078448,144.962999,Stop 7: RMIT University,Stop 7: RMIT University railway tram_stop operator Yarra Trams network PTV - Metropolitan Trams public_transport stop_position ref 7 tram
389,11,way,326173243,-37.80520222613246,144.96134853741668,Bouverie Queensberry Zone Substation,Bouverie Queensberry Zone Substation operator CitiPower ref BQ building source Vicmap Address height 9 m voltage 66000;11000 location indoor power substation substation distribution
313,12,way,26564416,-37.807004838888,144.96340292401044,Melbourne City Baths,Melbourne City Baths operator ymca brand YMCA leisure sports_centre sport swimming building heritage
62,12,node,3523510825,-37.8068005,144.9626795,Toilet 146,Toilet 146 amenity toilets opening_hours Mo-Su 07:00-17:00 access female
55,12,node,3523510816,-37.8068657,144.9612913,Bar And Bistro,Bar And Bistro amenity bar
284,12,node,11104106112,-37.8090098,144.9632851,Dear BBQ Cafe,Dear BBQ Cafe amenity restaurant cuisine korean;barbecue level 1 outdoor_seating
156,12,node,6645298746,-37.8086611,144.9637843,Real Food,Real Food amenity cafe description not for profit
396,12,way,220594512,-37.80607104737233,144.96068082568013,EPA Victoria,EPA Victoria building
116,12,node,5982186589,-37.8083566,144.9631682,nan,amenity waste_basket
115,12,node,5982185684,-37.807014,144.9625131,nan,amenity waste_basket
114,12,node,5982185683,-37.8089742,144.963463,nan,amenity waste_basket
104,12,node,5982185654,-37.8067018,144.9623925,nan,amenity waste_basket
396,13,way,26564392,-37.80782055548947,144.96509418104057,Old Melbourne Gaol,"Old Melbourne Gaol opening_hours 09:30-17:00; Dec 01:00 closed; easter -2 days closed phone +61 3 8663 7228 building tourism attraction description Closed prison, now a museum and tourist attraction."
144,13,node,6758200723,-37.8074942,144.9656291,Old Melbourne Gaol/Russell Street,Old Melbourne Gaol/Russell Street highway bus_stop operator Transdev Melbourne network PTV - Metropolitan Buses public_transport platform ref ID.19249 bench bus departures_board timetable route_ref 200;207 tactile_paving
25,13,node,2103436241,-37.810481,144.967255,Melbourne City Dry Cleaners,Melbourne City Dry Cleaners shop dry_cleaning
678,13,way,783775084,-37.80898076775367,144.9648360514571,Ellis Court,Ellis Court landuse grass
171,13,node,7759495313,-37.8085521,144.9664507,Former Russell Street Police Headquarters,Former Russell Street Police Headquarters historic building
193,13,node,9336165579,-37.8105679,144.9673552,Fable,Fable amenity bar level 13
20,13,node,1955937498,-37.8101301,144.9670905,Chez Regine,Chez Regine amenity bar
181,13,node,8253658791,-37.8100297,144.9639547,nan,amenity bench backrest material metal
80,13,node,4481200889,-37.810124,144.9670658,Whisky + Alement,Whisky + Alement amenity pub
179,13,node,8253658789,-37.8100087,144.9639439,nan,amenity bench material metal
299,14,way,26564392,-37.80782055548947,144.96509418104057,Old Melbourne Gaol,"Old Melbourne Gaol opening_hours 09:30-17:00; Dec 01:00 closed; easter -2 days closed phone +61 3 8663 7228 building tourism attraction description Closed prison, now a museum and tourist attraction."
95,14,node,6758200723,-37.8074942,144.9656291,Old Melbourne Gaol/Russell Street,Old Melbourne Gaol/Russell Street highway bus_stop operator Transdev Melbourne network PTV - Metropolitan Buses public_transport platform ref ID.19249 bench bus departures_board timetable route_ref 200;207 tactile_paving
610,14,way,1028837509,-37.807469162425,144.96478841529196,Building 11,Building 11 source Vicmap Address alt_name Old Melbourne Gaol building university description RMIT University building_number 11
10,14,node,676561325,-37.8061581,144.9657057,John Curtin Hotel,John Curtin Hotel amenity pub
7,14,node,471340947,-37.8067341,144.9660401,nan,amenity post_box operator Australia Post collection_times Mo-Fr 12:00
345,14,way,32710391,-37.80646123892266,144.96640470493517,Victorian Trades Hall,Victorian Trades Hall source Vicmap Address building
312,14,way,26564416,-37.807004838888,144.96340292401044,Melbourne City Baths,Melbourne City Baths operator ymca brand YMCA building leisure sports_centre heritage sport swimming
329,14,way,26564465,-37.80927762260829,144.9632593179801,Scape,Scape building office
560,14,way,783775084,-37.80898076775367,144.9648360514571,Ellis Court,Ellis Court landuse grass
93,14,node,6405575023,-37.8066945,144.965254,nan,note Accessibility: category 0 man_made bunker_silo
49,15,node,5371634608,-37.8071494,144.9655891,Eight Hour Monument,Eight Hour Monument historic monument inscription To commemorate the 8 Hours Movement initiated in Victoria 1856 erected 1903
78,15,node,7228362154,-37.8064256,144.9662448,Victorian Trades Hall Council,Victorian Trades Hall Council note Accessibility: category 4 office surveyor
80,15,node,7320816524,-37.8081974,144.9635489,RMIT Job Shop,RMIT Job Shop office employment_agency
487,15,way,783775062,-37.80551575752827,144.96553676422008,Building 57,Building 57 operator RMIT note Accessibility: category 5 source Vicmap Address building university description RMIT University building_number 57 alt_name Edward Jackson Building
404,15,way,657089154,-37.807220189048444,144.96368491150977,Metro Tunnel - Franklin East Shaft Site,Metro Tunnel - Franklin East Shaft Site operator Metro Trains check_date 18/09/20 area construction train_station landuse construction
79,15,node,7228362156,-37.8056249,144.966299,Clothier Anderson,Clothier Anderson note Accessibility: category 4 office
262,15,way,26564416,-37.807004838888,144.96340292401044,Melbourne City Baths,Melbourne City Baths brand YMCA operator ymca building leisure sports_centre heritage sport swimming
593,15,way,1196645762,-37.808021865019285,144.96385140395282,Bowen Terrace,Bowen Terrace layer 1 building roof
260,15,way,26564413,-37.807887108374295,144.96444609723696,Building 7,Building 7 building university description RMIT University building_number 07
16,15,node,2025676692,-37.8066589,144.9660485,Trades Hall/Lygon Street,Trades Hall/Lygon Street operator Transdev Melbourne network PTV - Metropolitan Buses public_transport platform ref ID.19529 highway bus_stop bench bin bus departures_board timetable route_ref 200;207 shelter source survey tactile_paving
71,16,node,7228362154,-37.8064256,144.9662448,Victorian Trades Hall Council,Victorian Trades Hall Council note Accessibility: category 4 office surveyor
40,16,node,5371634608,-37.8071494,144.9655891,Eight Hour Monument,Eight Hour Monument historic monument inscription To commemorate the 8 Hours Movement initiated in Victoria 1856 erected 1903
281,16,way,32710391,-37.80646123892266,144.96640470493517,Victorian Trades Hall,Victorian Trades Hall source Vicmap Address building
244,16,way,26564416,-37.807004838888,144.96340292401044,Melbourne City Baths,Melbourne City Baths operator ymca building leisure sports_centre brand YMCA heritage sport swimming
523,16,way,958581818,-37.8071816,144.96734685,Victoria Street,Victoria Street network AU:VIC:S ref 32 highway primary lit maxspeed 60 oneway surface asphalt lanes 2
299,16,way,198994307,-37.80710576626332,144.96665275871112,Victoria Street,Victoria Street network AU:VIC:S ref 32 highway primary lit maxspeed 60 oneway surface asphalt lanes 2
416,16,way,711600860,-37.80720065507717,144.96841248050336,Victoria Street,Victoria Street network AU:VIC:S ref 32 highway primary lit maxspeed 60 oneway surface asphalt lanes 2
525,16,way,958581820,-37.80704415,144.9669695,Victoria Street,Victoria Street network AU:VIC:S ref 32 highway primary lit maxspeed 60 oneway surface asphalt lanes 2
527,16,way,958581822,-37.80697039907642,144.9662966001031,Victoria Street,Victoria Street network AU:VIC:S ref 32 highway primary lit maxspeed 60 oneway surface asphalt lanes 2
420,16,way,711600864,-37.80728365011913,144.96830618517401,Victoria Street,Victoria Street network AU:VIC:S ref 32 highway primary lit maxspeed 60 oneway surface asphalt lanes 2
384,17,way,549086140,-37.80138873029563,144.9668215618321,Little Italy,Little Italy note There is no agreed-upon boundary of Melbourne's Little Italy on Lygon Street. This simple rectangle along the Italian part of the street should be considered preliminary. place neighbourhood
55,17,node,4795875806,-37.8040591,144.9665336,Da Guido La Pasta,Da Guido La Pasta note Accessibility: category 2 amenity restaurant phone +61 3 8528 4547 cuisine italian email info@daguidomelbourne.com
15,17,node,2005895250,-37.804137,144.9661545,Mercadante,"Mercadante note Wood Fired Pizzeria Accessibility: category 2 amenity restaurant phone +61 3 9437 6974 cuisine italian fax +61 3 9347 6975 opening_hours We,Th,Su 11:45-22:00; Fr,Sa 11:45-22:00+; Mo,Tu off source local_knowledge"
54,17,node,4566636289,-37.8046194,144.9660857,Toto's Pizza,Toto's Pizza note Accessibility: category 2 amenity restaurant cuisine italian;italian_pizza
375,17,way,436339704,-37.80393404594412,144.96701581873663,Melbourne Carlton Central Apartment Hotel,Melbourne Carlton Central Apartment Hotel tourism hotel internet_access wlan phone +61 3 8341 4777 opening_hours Mo-Fr 08:00-18:00; Sa-Su 08:00-12:00 brand Central Apartment Hotel email reservations@carltoncentral.com.au building hotel air_conditioning rooms 27 stars 4
17,17,node,2010048664,-37.8042399,144.9661393,Carlton South Post Office,"Carlton South Post Office note Accessibility: category 1 amenity post_office operator Australia Post wheelchair opening_hours Mo-Fr 09:00-17:00; Sa,Su off brand Australia Post"
581,17,relation,2383224,-37.800449005012766,144.96814920954955,Carlton,Carlton place suburb admin_level 9 boundary administrative population 19001 postal_code 3053 type boundary
536,17,way,1132672843,-37.80704830929544,144.96879648231783,Rathdowne Street,Rathdowne Street highway tertiary source nearmap lit network AU:VIC:S ref 46 maxspeed 40 oneway surface asphalt lanes 2
537,17,way,1132672844,-37.8067867,144.96884169999998,Rathdowne Street,Rathdowne Street highway tertiary source nearmap lit network AU:VIC:S ref 46 maxspeed 40 oneway surface asphalt lanes 2
486,17,way,878771426,-37.80698858266782,144.96895144851274,Rathdowne Street,Rathdowne Street highway tertiary source nearmap lit network AU:VIC:S ref 46 maxspeed 40 oneway surface asphalt lanes 2
89,18,node,7228362154,-37.8064256,144.9662448,Victorian Trades Hall Council,Victorian Trades Hall Council note Accessibility: category 4 office surveyor
146,18,way,29020837,-37.80603589180547,144.96745243260094,Drummond Street,Drummond Street highway residential lit maxspeed 50 oneway surface asphalt
459,18,way,1123830494,-37.804107500395624,144.96778710236833,Drummond Street,Drummond Street highway residential lit maxspeed 50 oneway surface asphalt
457,18,way,1122189474,-37.80313826936627,144.96794938840242,Drummond Street,Drummond Street highway residential lit maxspeed 50 oneway surface asphalt
329,18,way,632011051,-37.80427636522009,144.9674825799771,Cydelia House,Cydelia House operator University of Melbourne building residential height 12
138,18,way,26564451,-37.806079561732446,144.9656742488228,Earl Street,Earl Street highway residential maxspeed 50 surface asphalt
454,18,way,1082473620,-37.8059492,144.96453595,Earl Street,Earl Street highway residential maxspeed 50 surface asphalt
181,18,way,175945495,-37.80605145132646,144.96761314696212,Drummond Street,Drummond Street highway residential source Bing lit maxspeed 50 oneway surface asphalt
458,18,way,1123830493,-37.804037253021015,144.9679620517168,Drummond Street,Drummond Street highway residential source Bing lit maxspeed 50 oneway surface asphalt
26,18,node,2025664562,-37.8032032,144.9663945,Argyle Square/Lygon Street,Argyle Square/Lygon Street highway bus_stop operator Transdev Melbourne bin bus departures_board timetable lit network PTV - Metropolitan Buses public_transport platform ref ID.957 route_ref 200;207;955;966 tactile_paving
239,19,way,22757634,-37.80086786874602,144.96833990892333,Drummond Street,Drummond Street highway residential lit oneway surface asphalt
530,19,way,1122189474,-37.80313826936627,144.96794938840242,Drummond Street,Drummond Street highway residential lit oneway surface asphalt maxspeed 50
245,19,way,29020837,-37.80603589180547,144.96745243260094,Drummond Street,Drummond Street highway residential lit oneway surface asphalt maxspeed 50
533,19,way,1123830494,-37.804107500395624,144.96778710236833,Drummond Street,Drummond Street highway residential lit oneway surface asphalt maxspeed 50
532,19,way,1123830493,-37.804037253021015,144.9679620517168,Drummond Street,Drummond Street highway residential source Bing lit oneway surface asphalt maxspeed 50
282,19,way,175945495,-37.80605145132646,144.96761314696212,Drummond Street,Drummond Street highway residential source Bing lit oneway surface asphalt maxspeed 50
531,19,way,1122189475,-37.80284118648557,144.96816940999284,Drummond Street,Drummond Street highway residential source Bing oneway surface asphalt maxspeed 50
389,19,way,658600686,-37.80312126226266,144.9688933041466,Pelham Street,Pelham Street highway residential lit oneway surface asphalt
498,19,way,912987350,-37.80288445,144.96610255000002,nan,natural tree_row leaf_type broadleaved
